0.5,276.074401261693,269.707856338655,270.446330137278,268.198692959254,259.167175570972
1,270.411671821095,268.016591222814,268.890391017103,266.246077671376,257.510700967796
1.5,265.363290501754,265.699215702747,267.559490385101,266.772991016929,257.944287539684
2,260.732405852962,261.533954226088,264.65219672197,263.839996977411,256.515028779625
2.5,260.794718397229,262.405458021159,265.510461048349,264.726791362038,256.095901090441
3,258.275570185385,260.132219131399,264.278936593402,264.363767149691,255.323009329541
3.5,257.716767562482,260.281508348118,264.461969890936,264.569735096779,255.481315093581
4,260.403662861669,261.825700402987,266.446274038231,266.432283724495,257.934905733257
4.5,260.43054267619,261.849490581108,267.20392259361,266.764170042111,257.291273583282
5,261.329283702085,261.741282552797,265.694550619764,265.239424652868,257.477746512527
5.5,257.405425086224,259.683597281376,263.296104732062,263.549015853451,255.517197861547
6,263.444019737424,262.324479468908,265.804880223348,265.733929242077,257.004084711773
6.5,265.319757163977,263.392348389569,265.961228129118,264.549259713906,256.960445566912
7,265.13159120543,262.789371158437,265.546747835672,264.096374074864,256.15604770699
7.5,271.930880187691,270.494402059258,270.408236932935,267.405037605836,257.767973158131
8,265.049462265205,266.193920856076,268.931242448112,267.217836191205,257.839476462012
8.5,262.546163337841,264.23106910864,267.398222328978,265.206746634052,257.410471878982
9,264.086350698671,263.582719211953,263.716868931443,263.378137921048,257.674466343606
9.5,264.868039642798,263.837564919878,264.748514454681,262.181665437667,257.838931965182
10,258.583344174909,258.557575769181,259.965850439725,260.175660737074,255.260953056392
10.5,251.008633599735,252.729234732731,256.802304268461,257.066938307009,253.631202824151
11,245.414939280911,246.564828586994,251.853828935246,254.798289368871,252.23615832733
11.5,240.871563219182,242.242446443069,247.625765982868,251.25573940946,250.477857076555
12,240.760083581979,242.926126300149,247.741428523566,250.809416362112,250.094863442966
12.5,240.465172973935,242.847981339037,247.712460666717,250.251378144376,250.161951317349
13,237.334534425809,241.138570587891,245.581159759773,248.957471821872,248.264458750726
13.5,240.455361450499,241.27213647129,245.893779482223,249.331772177396,249.409737021041
14,241.616410363348,240.923264698661,246.340023776286,250.19428345079,249.894977567325
14.5,239.762871167467,240.127322375311,245.401373467798,249.100525430251,249.416609133274
15,237.55236583939,239.148740424999,245.716577873134,249.598214663028,249.655690113659
15.5,242.591942096152,240.436507382547,246.248817076818,249.804913484692,249.229045464604
16,243.232845029191,241.910533578253,248.012102191295,251.474806819495,250.861799002105
16.5,242.765949701533,243.378289480512,248.984130223319,252.563800830045,251.720380987014
17,241.642283291517,243.09860254839,249.913697172897,106.406291789274,102.426385035123
17.5,248.172266830742,247.240598805381,252.639160694758,107.829616436577,103.23695586685
18,253.920351296841,252.515319696972,117.253040785178,111.071904641868,106.19516562364
18.5,256.640759548438,256.771782373126,120.408879775898,114.296147326983,107.563259890768
19,261.899606696569,258.965046797237,120.827102015467,112.822682043133,106.043518558073
19.5,265.787885860278,262.861668494448,125.794419032454,116.793998809769,110.847614951458
20,276.437111008308,146.11372864431,132.373893700355,123.110346667119,115.129277735314
20.5,272.53143235586,144.551767221848,131.13307102054,120.959245068935,113.572093824
21,278.772040226517,150.909098502601,136.129093269453,126.363614796317,118.407830987518
21.5,276.970218438899,148.869064929639,134.279782239782,123.013753951024,114.512573927834
22,278.580491782681,148.577753287442,133.621013529123,123.327404264078,115.247676025352
22.5,275.530383534442,147.182377119964,131.204915514291,119.416333717683,111.899462942755
23,272.958872165466,143.3066335416,128.397273032595,119.506659684143,110.971498406735
23.5,271.944143650831,143.663891451151,130.355271666113,120.762169383646,112.29069782148
24,268.997778879237,139.908732552959,127.049380737227,118.129473101566,109.929999613854
